,PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON,COUNTRY,HEIGHT,WEIGHT,DRAFT_YEAR
4874,Marco Belinelli,1610612741,201158,2012,Italy,6-5,220,2007
4875,Nate Robinson,1610612741,101126,2012,USA,5-9,180,2005
4876,Richard Hamilton,1610612741,1888,2012,,,,
4879,Daequan Cook,1610612741,201161,2012,,,,
4880,Vladimir Radmanovic,1610612741,2209,2012,,,,
4882,Malcolm Thomas,1610612741,202952,2012,USA,6-9,225,Undrafted
4888,Kevin Martin,1610612760,2755,2012,USA,6-7,199,2004
4891,Ronnie Brewer,1610612760,200758,2012,,,,
4893,DeAndre Liggins,1610612760,202732,2012,USA,6-6,209,2011
4898,James White,1610612752,200778,2012,,,,
4900,Earl Barron,1610612752,2853,2012,USA,7-0,250,Undrafted
4901,Gerald Wallace,1610612751,2222,2012,USA,6-7,220,2001
4907,MarShon Brooks,1610612751,202705,2012,USA,6-5,200,2011
4908,Kris Humphries,1610612751,2743,2012,USA,6-9,235,2004
4909,C.J. Watson,1610612751,201228,2012,USA,6-2,175,Undrafted
4910,Keith Bogans,1610612751,2586,2012,,,,
4911,Jerry Stackhouse,1610612751,711,2012,,,,
4914,Josh Smith,1610612737,2746,2012,USA,6-9,225,2004
4916,Johan Petro,1610612737,101130,2012,,,,
4917,Devin Harris,1610612737,2734,2012,USA,6-3,185,2004
4919,Ivan Johnson,1610612737,201274,2012,USA,6-8,255,Undrafted
4921,Anthony Tolliver,1610612737,201229,2012,USA,6-8,240,Undrafted
4922,Dahntay Jones,1610612737,2563,2012,USA,6-6,225,2003
4926,DeShawn Stevenson,1610612737,2052,2012,,,,
4934,James Anderson,1610612745,202341,2012,USA,6-6,213,2010
4938,Tim Ohlbrecht,1610612745,203317,2012,,,,
4939,Thomas Robinson,1610612745,203080,2012,USA,6-10,237,2012
4940,Caron Butler,1610612746,2406,2012,USA,6-7,228,2002
4941,Lamar Odom,1610612746,1885,2012,,,,
4943,Chauncey Billups,1610612746,1497,2012,,,,
4948,Grant Hill,1610612746,255,2012,,,,
4949,Eric Bledsoe,1610612746,202339,2012,USA,6-1,214,2010
4952,Ronny Turiaf,1610612746,101142,2012,France,6-10,249,2005
4955,Kevin Garnett,1610612738,708,2012,USA,6-11,240,1995
4956,Paul Pierce,1610612738,1718,2012,USA,6-7,235,1998
4958,Jason Terry,1610612738,1891,2012,USA,6-2,185,1999
4959,Terrence Williams,1610612738,201944,2012,,,,
4962,Fab Melo,1610612738,203097,2012,,,,
4964,DJ White,1610612738,201591,2012,,,,
4965,Chris Wilcox,1610612738,2404,2012,,,,
4969,Andre Iguodala,1610612743,2738,2012,USA,6-6,215,2004
4971,Kosta Koufos,1610612743,201585,2012,USA,7-0,245,2008
4972,Corey Brewer,1610612743,201147,2012,USA,6-9,188,2007
4978,Julyan Stone,1610612743,202933,2012,USA,6-6,200,Undrafted
4979,Carlos Delfino,1610612745,2568,2012,,,,
4980,Dwayne Jones,1610612744,101204,2012,,,,
4981,Luc Mbah a Moute,1610612749,201601,2012,Cameroon,6-8,230,2008
4984,Monta Ellis,1610612749,101145,2012,USA,6-3,185,2005
4986,JJ Redick,1610612749,200755,2012,USA,6-3,200,2006
4987,Mike Dunleavy,1610612749,2399,2012,USA,6-9,230,2002
4990,Ish Smith,1610612749,202397,2012,USA,6-0,175,Undrafted
4991,Gustavo Ayon,1610612749,202970,2012,,,,
4992,Samuel Dalembert,1610612749,2223,2012,Haiti,6-11,255,2001
4993,Marquis Daniels,1610612749,2605,2012,,,,
4994,Earl Clark,1610612747,201947,2012,USA,6-10,234,2009
4997,Darius Morris,1610612747,202721,2012,USA,6-4,195,2011
4998,Andrew Goudelock,1610612747,202726,2012,USA,6-3,200,2011
4999,Chris Duhon,1610612747,2768,2012,,,,
5000,Antawn Jamison,1610612747,1712,2012,,,,
5003,Devin Ebanks,1610612747,202365,2012,,,,
5011,Paul Millsap,1610612762,200794,2012,USA,6-7,257,2006
5012,Al Jefferson,1610612762,2744,2012,USA,6-10,280,2004
5013,Randy Foye,1610612762,200751,2012,USA,6-4,218,2006
5014,Mo Williams,1610612762,2590,2012,USA,6-1,198,2003
5020,DeMarre Carroll,1610612762,201960,2012,USA,6-6,215,2009
5022,Earl Watson,1610612762,2248,2012,,,,
5025,JJ Hickson,1610612757,201581,2012,USA,6-9,242,2008
5029,Sasha Pavlovic,1610612757,2562,2012,,,,
5030,Eric Maynor,1610612757,201953,2012,,,,
5032,Luke Babbitt,1610612757,202337,2012,USA,6-9,225,2010
5033,Jared Jeffries,1610612757,2407,2012,,,,
5034,Nolan Smith,1610612757,202701,2012,,,,
5043,Cole Aldrich,1610612758,202332,2012,USA,6-11,253,2010
5044,Toney Douglas,1610612758,201962,2012,USA,6-2,195,2009
5047,James Johnson,1610612758,201949,2012,USA,6-7,240,2009
5050,Luis Scola,1610612756,2449,2012,Argentina,6-9,241,2002
5051,Wesley Johnson,1610612756,202325,2012,USA,6-7,215,2010
5054,Michael Beasley,1610612756,201563,2012,USA,6-9,235,2008
5056,Hamed Haddadi,1610612756,201632,2012,,,,
5057,Diante Garrett,1610612756,203197,2012,USA,6-4,190,Undrafted
5060,Jermaine O'Neal,1610612756,979,2012,,,,
5062,Drew Gooden,1610612749,2400,2012,USA,6-10,250,2002
5063,Joel Przybilla,1610612749,2038,2012,,,,
5064,Andrei Kirilenko,1610612750,1905,2012,Russia,6-9,235,1999
5066,Greg Stiemsma,1610612750,201880,2012,USA,6-11,260,Undrafted
5067,Luke Ridnour,1610612750,2557,2012,USA,6-2,175,2003
5074,Mickael Gelabale,1610612750,101153,2012,,,,
5079,Robin Lopez,1610612740,201577,2012,USA,7-0,281,2008
5083,Xavier Henry,1610612740,202333,2012,USA,6-6,220,2010
5084,Terrel Harris,1610612740,202227,2012,,,,
5086,Roger Mason Jr.,1610612740,2427,2012,,,,
5089,Greivis Vasquez,1610612740,202349,2012,Venezuela,6-6,217,2010
5092,Chris Kaman,1610612742,2549,2012,USA,7-0,265,2003
5093,O.J. Mayo,1610612742,201564,2012,USA,6-5,210,2008
5094,Mike James,1610612742,2229,2012,,,,
5095,Darren Collison,1610612742,201954,2012,USA,6-0,160,2009
5099,Anthony Morrow,1610612742,201627,2012,USA,6-5,210,Undrafted
5100,Elton Brand,1610612742,1882,2012,USA,6-9,254,1999
5102,Josh Akognon,1610612742,203006,2012,,,,
5103,Cartier Martin,1610612764,201858,2012,USA,6-7,220,Undrafted
5108,AJ Price,1610612764,201985,2012,USA,6-2,195,2009
5110,Jason Collins,1610612764,2215,2012,,,,
5114,Emeka Okafor,1610612764,2731,2012,USA,6-10,255,2004
5119,Damien Wilkins,1610612755,2863,2012,USA,6-6,217,Undrafted
5120,Jrue Holiday,1610612755,201950,2012,USA,6-5,205,2009
5122,Dorell Wright,1610612755,2748,2012,USA,6-9,205,2004
5124,Justin Holiday,1610612755,203200,2012,USA,6-6,180,Undrafted
5125,Nick Young,1610612755,201156,2012,USA,6-7,210,2007
5127,Royal Ivey,1610612755,2767,2012,,,,
5128,Charles Jenkins,1610612755,202724,2012,,,,
5133,Beno Udrih,1610612753,2757,2012,Slovenia,6-3,205,2004
5136,DeQuan Jones,1610612753,203199,2012,USA,6-8,221,Undrafted
5139,Al Harrington,1610612753,1733,2012,,,,
5141,Hedo Turkoglu,1610612753,2045,2012,Turkey,6-10,220,2000
5146,Wayne Ellington,1610612739,201961,2012,USA,6-4,207,2009
5149,Marreese Speights,1610612739,201578,2012,USA,6-10,255,2008
5150,Shaun Livingston,1610612739,2733,2012,USA,6-7,192,2004
5151,Omri Casspi,1610612739,201956,2012,Israel,6-9,225,2009
5152,Kevin Jones,1610612739,203158,2012,USA,6-8,260,Undrafted
5153,Daniel Gibson,1610612739,200789,2012,,,,
5155,Chris Quinn,1610612739,200809,2012,,,,
5163,Tyrus Thomas,1610612766,200748,2012,USA,6-10,225,2006
5166,Byron Mullens,1610612766,201957,2012,,,,
5167,Reggie Williams,1610612766,202130,2012,USA,6-6,205,Undrafted
5172,Brandon Knight,1610612765,202688,2012,USA,6-2,182,2011
5173,Khris Middleton,1610612765,203114,2012,USA,6-7,222,2012
5176,Kim English,1610612765,203119,2012,,,,
5178,Viacheslav Kravtsov,1610612765,203139,2012,,,,
5180,Corey Maggette,1610612765,1894,2012,,,,
5186,John Lucas III,1610612761,101249,2012,USA,5-11,166,Undrafted
5187,Alan Anderson,1610612761,101187,2012,USA,6-6,220,Undrafted
5191,Linas Kleiza,1610612761,101132,2012,,,,
5192,Mickael Pietrus,1610612761,2554,2012,,,,
5193,Sebastian Telfair,1610612761,2742,2012,USA,6-0,170,2004
5195,Kris Joseph,1610612751,203126,2012,,,,
5197,Rasheed Wallace,1610612752,739,2012,,,,
5198,Luke Walton,1610612739,2575,2012,,,,
5199,Solomon Jones,1610612752,200780,2012,,,,
5202,Dexter Pittman,1610612763,202354,2012,,,,
5203,Jerel McNeal,1610612762,202077,2012,USA,6-3,200,Undrafted
5205,Stephen Jackson,1610612759,1536,2012,,,,
5206,DeSagana Diop,1610612766,2205,2012,,,,
5209,Justin Dentmon,1610612742,202458,2012,,,,
5211,Jeremy Pargo,1610612755,202951,2012,,,,
5212,Jason Maxiell,1610612765,101131,2012,USA,6-7,260,2005
5214,Brendan Haywood,1610612766,2217,2012,USA,7-0,263,2001
5215,Chris Wright,1610612742,203203,2012,,,,
5216,Elliot Williams,1610612757,202343,2012,USA,6-5,190,2010
5217,DaJuan Summers,1610612746,201969,2012,USA,6-8,240,2009
5218,Rodrigue Beaubois,1610612742,201958,2012,,,,
5219,Kurt Thomas,1610612752,703,2012,,,,
5220,Malcolm Thomas,1610612744,202952,2012,USA,6-9,225,Undrafted
5221,Travis Leslie,1610612762,202727,2012,,,,
5223,Henry Sims,1610612740,203156,2012,USA,6-10,248,Undrafted
5224,Dominique Jones,1610612742,202346,2012,,,,
5225,Andrea Bargnani,1610612761,200745,2012,Italy,7-0,245,2006
5229,Jeremy Tyler,1610612737,202719,2012,USA,6-10,250,2011
5230,Zaza Pachulia,1610612737,2585,2012,Georgia,6-11,270,2003
5232,Aaron Brooks,1610612758,201166,2012,USA,6-0,161,2007
5235,Beno Udrih,1610612749,2757,2012,Slovenia,6-3,205,2004
5236,Tobias Harris,1610612749,202699,2012,USA,6-7,226,2011
5237,Sebastian Telfair,1610612756,2742,2012,USA,6-0,170,2004
5238,Luke Zeller,1610612756,202545,2012,,,,
5239,Charles Jenkins,1610612744,202724,2012,,,,
5240,Jason Collins,1610612738,2215,2012,,,,
5241,JJ Redick,1610612753,200755,2012,USA,6-3,200,2006
5242,Gustavo Ayon,1610612753,202970,2012,,,,
5243,Ish Smith,1610612753,202397,2012,USA,6-0,175,Undrafted
5244,Josh McRoberts,1610612753,201177,2012,USA,6-10,240,2007
5245,Dahntay Jones,1610612742,2563,2012,USA,6-6,225,2003
5246,Eric Maynor,1610612760,201953,2012,,,,
5247,Cole Aldrich,1610612745,202332,2012,USA,6-11,253,2010
5248,Toney Douglas,1610612745,201962,2012,USA,6-2,195,2009
5249,Patrick Patterson,1610612745,202335,2012,USA,6-8,235,2010
5250,Anthony Morrow,1610612737,201627,2012,USA,6-5,210,Undrafted
5251,Ronnie Brewer,1610612752,200758,2012,,,,
5252,Hakim Warrick,1610612766,101124,2012,,,,
5253,Leandro Barbosa,1610612738,2571,2012,Brazil,6-3,194,2003
5254,Jordan Crawford,1610612764,202348,2012,USA,6-5,195,2010
5255,Thomas Robinson,1610612758,203080,2012,USA,6-10,237,2012
5256,Francisco Garcia,1610612758,101128,2012,Dominican Republic,6-7,215,2005
5257,Ronnie Price,1610612757,101179,2012,USA,6-2,190,Undrafted
5258,Tyler Honeycutt,1610612758,202715,2012,,,,
5259,Marcus Morris Sr.,1610612745,202694,2012,USA,6-8,218,2011
5260,Chris Johnson,1610612763,203187,2012,USA,6-6,206,Undrafted
5262,Jannero Pargo,1610612737,2457,2012,USA,6-1,185,Undrafted
5263,Jeremy Tyler,1610612744,202719,2012,USA,6-10,250,2011
5264,Lou Amundson,1610612750,200811,2012,USA,6-9,220,Undrafted
5265,Shelvin Mack,1610612755,202714,2012,USA,6-3,203,2011
5269,Austin Daye,1610612765,201948,2012,USA,6-11,220,2009
5270,Rudy Gay,1610612763,200752,2012,USA,6-8,250,2006
5271,Hamed Haddadi,1610612763,201632,2012,,,,
5272,Ed Davis,1610612761,202334,2012,USA,6-9,218,2010
5273,Jose Calderon,1610612761,101181,2012,Spain,6-3,200,Undrafted
5274,Dominic McGuire,1610612754,201187,2012,,,,
5275,Wayne Ellington,1610612763,201961,2012,USA,6-4,207,2009
5276,Marreese Speights,1610612763,201578,2012,USA,6-10,255,2008
5277,Josh Selby,1610612763,202729,2012,,,,
5278,Damion James,1610612751,202345,2012,,,,
5279,Jon Leuer,1610612739,202720,2012,USA,6-10,228,2011
5280,Jeremy Pargo,1610612739,202951,2012,,,,
5282,Lazar Hayward,1610612750,202351,2012,,,,
5283,Malcolm Lee,1610612750,202723,2012,USA,6-5,200,2011
5284,Dexter Pittman,1610612748,202354,2012,,,,
5285,Donald Sloan,1610612740,202388,2012,USA,6-3,205,Undrafted
5286,Maalik Wayns,1610612755,203146,2012,USA,6-1,195,Undrafted
5287,Josh Harrellson,1610612748,202725,2012,USA,6-10,275,2011
5288,Jared Cunningham,1610612742,203099,2012,USA,6-4,195,2012
5289,Shelvin Mack,1610612764,202714,2012,USA,6-3,203,2011
5290,Chris Douglas-Roberts,1610612742,201604,2012,USA,6-7,210,2008
5291,Scott Machado,1610612745,203159,2012,USA,6-1,205,Undrafted
5292,Samardo Samuels,1610612739,202396,2012,,,,
5293,Doron Lamb,1610612749,203117,2012,USA,6-4,200,2012
5294,Jarvis Varnado,1610612738,202363,2012,,,,
5295,Dominic McGuire,1610612740,201187,2012,,,,
5296,Kris Joseph,1610612738,203126,2012,,,,
5297,Daequan Cook,1610612745,201161,2012,,,,
5298,Terrel Harris,1610612748,202227,2012,,,,
5299,Josh Childress,1610612751,2735,2012,USA,6-8,210,2004
5300,Shaun Livingston,1610612764,2733,2012,USA,6-7,192,2004
5301,Earl Barron,1610612764,2853,2012,USA,7-0,250,Undrafted
5302,Derek Fisher,1610612742,965,2012,,,,
5303,Donald Sloan,1610612739,202388,2012,USA,6-3,205,Undrafted
5304,James Anderson,1610612759,202341,2012,USA,6-6,213,2010
5305,Josh Howard,1610612750,2572,2012,,,,
5307,Cory Higgins,1610612766,202809,2012,,,,
5308,Dominic McGuire,1610612761,201187,2012,,,,
5309,Troy Murphy,1610612742,2211,2012,,,,
5311,Darko Milicic,1610612738,2545,2012,,,,
5312,Matt Carroll,1610612740,2679,2012,,,,
5313,Will Conroy,1610612750,101215,2012,,,,
5314,Jannero Pargo,1610612764,2457,2012,USA,6-1,185,Undrafted
5315,Brandon Roy,1610612750,200750,2012,,,,
5316,Matt Carroll,1610612766,2679,2012,,,,
5317,Hakim Warrick,1610612740,101124,2012,,,,
5318,Luke Harangody,1610612739,202376,2012,,,,
5320,Royce White,1610612745,203091,2012,,,,
5321,Eddy Curry,1610612742,2201,2012,,,,
5322,Chris Johnson,1610612753,203187,2012,USA,6-6,206,Undrafted
5323,Justin Harper,1610612753,202712,2012,USA,6-10,225,2011
5324,Gary Forbes,1610612745,201814,2012,,,,
5325,JaJuan Johnson,1610612745,202707,2012,,,,
5326,Jeremy Lamb,1610612745,203087,2012,USA,6-5,180,2012
5327,Kevin Martin,1610612745,2755,2012,USA,6-7,199,2004
5328,Shaun Livingston,1610612745,2733,2012,USA,6-7,192,2004
5329,DaJuan Summers,1610612766,201969,2012,USA,6-8,240,2009
5330,Josh Powell,1610612759,2694,2012,USA,6-9,240,Undrafted
5331,Brian Cook,1610612764,2567,2012,,,,
5332,Shavlik Randolph,1610612764,101183,2012,USA,6-10,236,Undrafted
5333,Steven Gray,1610612764,203160,2012,,,,
5334,Alando Tucker,1610612749,201169,2012,,,,
5335,Mustapha Farrakhan,1610612749,203201,2012,,,,
5336,Mike Harris,1610612750,200839,2012,,,,
5337,Flip Murray,1610612763,2436,2012,,,,
5338,Jerome Jordan,1610612763,202366,2012,Jamaica,7-0,253,2010
5339,Ronald Dupree,1610612763,2648,2012,,,,
5340,Damion James,1610612737,202345,2012,,,,
5341,James Anderson,1610612737,202341,2012,USA,6-6,213,2010
5343,Marqus Blakely,1610612746,202392,2012,,,,
5344,Travis Leslie,1610612746,202727,2012,,,,
5345,Hank Thorns,1610612746,203180,2012,,,,
5346,Garrett Temple,1610612748,202066,2012,USA,6-6,195,Undrafted
5347,Rodney Carney,1610612748,200760,2012,,,,
5348,Andy Rautins,1610612760,202360,2012,USA,6-4,190,2010
5349,Cole Aldrich,1610612760,202332,2012,USA,6-11,253,2010
5350,Hollis Thompson,1610612760,203138,2012,USA,6-8,206,Undrafted
5351,James Harden,1610612760,201935,2012,USA,6-5,220,2009
5352,Delonte West,1610612742,2753,2012,,,,
5353,Henry Sims,1610612752,203156,2012,USA,6-10,248,Undrafted
5354,John Shurna,1610612752,203157,2012,,,,
5355,Mychel Thompson,1610612752,202814,2012,,,,
5356,Ryan Allen,1610612741,203206,2012,,,,
5357,Lazar Hayward,1610612760,202351,2012,,,,
5358,Carlon Brown,1610612744,203185,2012,,,,
5359,Lance Goulbourne,1610612744,203164,2012,,,,
5360,Tarence Kinsey,1610612744,200814,2012,,,,
5361,Adam Morrison,1610612757,200747,2012,,,,
5362,Coby Karl,1610612757,201207,2012,,,,
5363,Dallas Lauderdale,1610612757,203193,2012,USA,,,Undrafted
5364,Demonte Harper,1610612757,203192,2012,,,,
5365,Justin Holiday,1610612757,203200,2012,USA,6-6,180,Undrafted
5366,Chris Quinn,1610612762,200809,2012,,,,
5367,Darnell Jackson,1610612762,201616,2012,,,,
5368,Trent Plaisted,1610612746,201610,2012,,,,
5369,Tony Mitchell,1610612758,203183,2012,USA,6-6,216,Undrafted
5371,Micah Downs,1610612738,203190,2012,,,,
5372,Rob Kurz,1610612738,201633,2012,,,,
5373,Devin Searcy,1610612755,203204,2012,,,,
5374,Daequan Cook,1610612760,201161,2012,,,,
5375,Armon Johnson,1610612753,202356,2012,,,,
5376,Derrick Brown,1610612759,201974,2012,,,,
5377,Orien Greene,1610612749,101158,2012,,,,
5378,Blake Ahearn,1610612754,201336,2012,,,,
5379,Oscar Bellfield,1610612752,203155,2012,,,,
5380,Mickell Gladness,1610612748,202148,2012,,,,
5381,Eddy Curry,1610612759,2201,2012,,,,
5382,Chris Douglas-Roberts,1610612747,201604,2012,USA,6-7,210,2008
5383,Ike Diogu,1610612756,101113,2012,,,,
5384,Solomon Jones,1610612756,200780,2012,,,,
5385,Marko Jaric,1610612741,2060,2012,,,,
5386,Stephen Dennis,1610612751,202417,2012,,,,
5387,Luke Nevill,1610612754,202075,2012,,,,
5388,Sundiata Gaines,1610612754,202178,2012,,,,
5389,Chris Wright,1610612740,203203,2012,,,,
5390,Solomon Alabi,1610612740,202374,2012,,,,
5391,Robert Dozier,1610612748,201993,2012,,,,
5392,Jonny Flynn,1610612765,201938,2012,,,,
5393,Kyle Weaver,1610612763,201602,2012,,,,
5394,Michael Dunigan,1610612763,203195,2012,,,,
5395,Carleton Scott,1610612751,203163,2012,,,,
5396,James Mays,1610612751,201651,2012,,,,
5397,Anthony Carter,1610612743,1853,2012,,,,
5398,Josh Akognon,1610612742,203191,2012,,,,
5399,Quentin Richardson,1610612753,2047,2012,,,,
5400,Eddie Gill,1610612749,2109,2012,,,,
5401,Walker Russell,1610612760,201041,2012,,,,
5402,Reeves Nelson,1610612747,203153,2012,,,,
5403,Ronnie Aguilar,1610612747,203196,2012,,,,
5404,Dionte Christmas,1610612738,202091,2012,USA,,,Undrafted
5405,Jamar Smith,1610612738,202446,2012,,,,
5406,Micheal Eric,1610612739,203149,2012,,,,Undrafted
5407,Ben Uzoh,1610612743,202386,2012,,,,
5408,Wesley Witherspoon,1610612759,203178,2012,,,,
5409,Andre Emmett,1610612741,2765,2012,,,,
5410,Terrence Williams,1610612765,201944,2012,,,,
5411,Greg Somogyi,1610612747,203154,2012,,,,
5412,Brian Butch,1610612762,202221,2012,,,,
5413,Trey Gilder,1610612762,201821,2012,,,,
5414,Jerel McNeal,1610612761,202077,2012,USA,6-3,200,Undrafted
5415,Jermaine Taylor,1610612750,201966,2012,,,,
5416,Kyle Fogg,1610612745,203176,2012,,,,
5417,Tyler Wilkerson,1610612759,203174,2012,,,,
5418,Carldell Johnson,1610612737,201291,2012,,,,
5419,Isma'il Muhammad,1610612737,200894,2012,,,,
5420,Keith Benson,1610612737,202728,2012,USA,6-11,230,2011
5421,Othyus Jeffers,1610612756,201785,2012,,,,
5422,Justin Holiday,1610612739,203200,2012,USA,6-6,180,Undrafted
5423,Kelenna Azubuike,1610612739,101235,2012,,,,
5424,Kevin Anderson,1610612739,203198,2012,,,,
5425,Kyrylo Fesenko,1610612741,201178,2012,,,,
5449,Ronny Turiaf,1610612748,101142,2011,France,6-10,249,2005
5455,Ray Allen,1610612738,951,2011,,,,
5457,Greg Stiemsma,1610612738,201880,2011,USA,6-11,260,Undrafted
5458,Mickael Pietrus,1610612738,2554,2011,,,,
5459,Ryan Hollins,1610612738,200797,2011,USA,7-0,240,2006
5460,Keyon Dooling,1610612738,2039,2011,,,,
5461,Marquis Daniels,1610612738,2605,2011,,,,
5462,E'Twaun Moore,1610612738,202734,2011,USA,6-3,191,2011
5463,Sasha Pavlovic,1610612738,2562,2011,,,,
5464,Sean Williams,1610612738,201157,2011,,,,
5479,Andre Iguodala,1610612755,2738,2011,USA,6-6,215,2004
5485,Lou Williams,1610612755,101150,2011,USA,6-2,175,2005
5486,Jodie Meeks,1610612755,201975,2011,USA,6-4,210,2009
5488,Tony Battie,1610612755,1499,2011,,,,
5489,Craig Brackins,1610612755,202342,2011,,,,
5490,Xavier Silas,1610612755,202918,2011,USA,6-5,205,2011
5491,Nikola Vucevic,1610612755,202696,2011,Montenegro,6-10,260,2011
5492,Eddy Curry,1610612748,2201,2011,,,,
5498,Leandro Barbosa,1610612754,2571,2011,Brazil,6-3,194,2003
5501,Lou Amundson,1610612754,200811,2011,USA,6-9,220,Undrafted
5502,Dahntay Jones,1610612754,2563,2011,USA,6-6,225,2003
5506,Sam Young,1610612755,201970,2011,,,,
5509,Andrew Bynum,1610612747,101115,2011,,,,
5511,Ramon Sessions,1610612747,201196,2011,USA,6-3,190,2007
5515,Josh McRoberts,1610612747,201177,2011,USA,6-10,240,2007
5518,Troy Murphy,1610612747,2211,2011,,,,
5519,Matt Barnes,1610612747,2440,2011,USA,6-7,226,2002
5523,Randy Foye,1610612746,200751,2011,USA,6-4,218,2006
5525,Mo Williams,1610612746,2590,2011,USA,6-1,198,2003
5526,Nick Young,1610612746,201156,2011,USA,6-7,210,2007
5528,Kenyon Martin,1610612746,2030,2011,USA,6-9,225,2000
5529,Reggie Evans,1610612746,2501,2011,USA,6-8,245,Undrafted
5530,Bobby Simmons,1610612746,2250,2011,,,,
5531,Ryan Gomes,1610612746,101155,2011,,,,
5532,Trey Thompkins,1610612746,202717,2011,,,,
5539,O.J. Mayo,1610612763,201564,2011,USA,6-5,210,2008
5543,Gilbert Arenas,1610612763,2240,2011,,,,
5544,Dante Cunningham,1610612763,201967,2011,USA,6-8,230,2009
5545,Lester Hudson,1610612763,201991,2011,USA,6-3,190,2009
5554,Al Harrington,1610612743,1733,2011,,,,
5564,C.J. Watson,1610612741,201228,2011,USA,6-2,175,Undrafted
5565,Kyle Korver,1610612741,2594,2011,USA,6-7,212,2003
5568,John Lucas III,1610612741,101249,2011,USA,5-11,166,Undrafted
5572,Brian Scalabrine,1610612741,2243,2011,,,,
5573,Marvin Williams,1610612737,101107,2011,USA,6-8,237,2005
5576,Joe Johnson,1610612737,2207,2011,USA,6-7,240,2001
5579,Erick Dampier,1610612737,956,2011,,,,
5580,Tracy McGrady,1610612737,1503,2011,,,,
5582,Jason Collins,1610612737,2215,2011,,,,
5583,Willie Green,1610612737,2584,2011,USA,6-3,205,2003
5585,Vladimir Radmanovic,1610612737,2209,2011,,,,
5586,Christian Eyenga,1610612747,201963,2011,,,,
5587,Chris Andersen,1610612743,2365,2011,USA,6-10,245,Undrafted
5591,Landry Fields,1610612752,202361,2011,USA,6-7,215,2010
5592,Mike Bibby,1610612752,1710,2011,,,,
5594,Jared Jeffries,1610612752,2407,2011,,,,
5595,Toney Douglas,1610612752,201962,2011,USA,6-2,195,2009
5597,Josh Harrellson,1610612752,202725,2011,USA,6-10,275,2011
5598,Dan Gadzuric,1610612752,2429,2011,,,,
5599,Jerome Jordan,1610612752,202366,2011,Jamaica,7-0,253,2010
5601,Ryan Anderson,1610612753,201583,2011,USA,6-9,240,2008
5603,Jason Richardson,1610612753,2202,2011,USA,6-6,225,2001
5606,Daniel Orton,1610612753,202350,2011,,,,
5607,Earl Clark,1610612753,201947,2011,USA,6-10,234,2009
5608,Chris Duhon,1610612753,2768,2011,,,,
5612,Von Wafer,1610612753,101144,2011,,,,
5617,Devin Harris,1610612762,2734,2011,USA,6-3,185,2004
5619,Josh Howard,1610612762,2572,2011,,,,
5623,Blake Ahearn,1610612762,201336,2011,,,,
5624,Raja Bell,1610612762,1952,2011,,,,
5626,Baron Davis,1610612752,1884,2011,,,,
5630,Brendan Haywood,1610612742,2217,2011,USA,7-0,263,2001
5631,Jason Terry,1610612742,1891,2011,USA,6-2,185,1999
5632,Jason Kidd,1610612742,467,2011,,,,
5634,Ian Mahinmi,1610612742,101133,2011,France,6-11,262,2005
5637,Kelenna Azubuike,1610612742,101235,2011,,,,
5639,Brian Cardinal,1610612742,2073,2011,,,,
5640,Yi Jianlian,1610612742,201146,2011,China,7-0,250,2007
5641,Jerry Stackhouse,1610612737,711,2011,,,,
5643,Jeremy Pargo,1610612763,202951,2011,,,,
5649,Marco Belinelli,1610612740,201158,2011,Italy,6-5,220,2007
5650,Jerome Dyson,1610612740,202406,2011,,,,
5651,Darryl Watkins,1610612740,201208,2011,,,,
5653,Carl Landry,1610612740,201171,2011,USA,6-9,248,2007
5654,Trevor Ariza,1610612740,2772,2011,USA,6-8,215,2004
5655,Gustavo Ayon,1610612740,202970,2011,,,,
5658,Chris Kaman,1610612740,2549,2011,USA,7-0,265,2003
5659,Chase Budinger,1610612745,201978,2011,USA,6-7,209,2009
5660,Luis Scola,1610612745,2449,2011,Argentina,6-9,241,2002
5661,Samuel Dalembert,1610612745,2223,2011,Haiti,6-11,255,2001
5662,Courtney Lee,1610612745,201584,2011,USA,6-5,215,2008
5663,Goran Dragic,1610612745,201609,2011,Slovenia,6-4,190,2008
5667,Courtney Fortson,1610612745,202622,2011,,,,
5670,Diamon Simpson,1610612745,202067,2011,,,,
5671,Gerald Green,1610612751,101123,2011,USA,6-7,205,2005
5672,DeShawn Stevenson,1610612751,2052,2011,,,,
5673,Jordan Williams,1610612751,202716,2011,,,,
5675,Sundiata Gaines,1610612751,202178,2011,,,,
5676,Johan Petro,1610612751,101130,2011,,,,
5677,Armon Johnson,1610612751,202356,2011,,,,
5678,Anthony Morrow,1610612751,201627,2011,USA,6-5,210,Undrafted
5679,Jordan Farmar,1610612751,200770,2011,USA,6-2,180,2006
5683,Shelden Williams,1610612751,200749,2011,,,,
5686,Jamaal Magloire,1610612761,2048,2011,,,,
5688,Ben Uzoh,1610612761,202386,2011,,,,
5689,Solomon Alabi,1610612761,202374,2011,,,,
5690,Gary Forbes,1610612761,201814,2011,,,,
5697,Derrick Byars,1610612759,201182,2011,,,,
5698,Chris Wright,1610612744,202874,2011,USA,6-9,226,Undrafted
5700,Mickell Gladness,1610612744,202148,2011,,,,
5703,Dominic McGuire,1610612744,201187,2011,,,,
5704,Mikki Moore,1610612744,1630,2011,,,,
