,player_id,FIRST_NAME,LAST_NAME,TEAM_ID,HEIGHT,DRAFT_YEAR,FULL_NAME,SEASON
0,696,Travis,Best,1610612754.0,155.7528,1995,Travis Best,2014
1,731,Greg,Ostertag,0.0,219.45600000000002,1995,Greg Ostertag,2014
2,762,Shawn,Bradley,1610612742.0,231.648,1993,Shawn Bradley,2014
3,1052,Ben,Handlogten,1610612762.0,185.928,Undrafted,Ben Handlogten,2014
4,1504,Danny,Fortson,1610612743.0,207.264,1997,Danny Fortson,2014
5,1505,Tariq,Abdul-Wahad,1610612758.0,201.16799999999998,1997,Tariq Abdul-Wahad,2014
6,1514,Paul,Grant,0.0,213.36,1997,Paul Grant,2014
7,1711,Raef,LaFrentz,1610612743.0,186.23280000000003,1998,Raef LaFrentz,2014
8,1721,Keon,Clark,1610612743.0,186.23280000000003,1998,Keon Clark,2014
9,1723,Matt,Harpring,1610612762.0,204.216,1998,Matt Harpring,2014
10,2068,Lavor,Postell,1610612752.0,198.12,2000,Lavor Postell,2014
12,2221,Raul,Lopez,0.0,182.88,2001,Raul Lopez,2014
13,2412,Jiri,Welsch,1610612738.0,204.216,2002,Jiri Welsch,2014
14,2414,Curtis,Borchardt,1610612762.0,213.36,2002,Curtis Borchardt,2014
17,389,Toni,Kukoc,1610612741.0,186.23280000000003,1990,Toni Kukoc,2014
18,953,Lorenzen,Wright,1610612763.0,186.23280000000003,1996,Lorenzen Wright,2014
19,1065,Erick,Strickland,1610612742.0,192.024,Undrafted,Erick Strickland,2014
20,1800,Damon,Jones,1610612739.0,192.024,Undrafted,Damon Jones,2014
21,2031,Stromile,Swift,1610612763.0,185.928,2000,Stromile Swift,2014
22,2054,Jake,Tsakalidis,1610612756.0,219.45600000000002,2000,Jake Tsakalidis,2014
23,2091,Daniel,Santiago,1610612749.0,216.408,Undrafted,Daniel Santiago,2014
24,2415,Ryan,Humphrey,0.0,207.264,2002,Ryan Humphrey,2014
25,2559,Troy,Bell,1610612763.0,185.928,2003,Troy Bell,2014
26,2604,Theron,Smith,0.0,207.264,Undrafted,Theron Smith,2014
27,2652,Shelton,Jones,1610612755.0,207.264,1988,Shelton Jones,2014
29,2697,Antonio,Meeking,0.0,,Undrafted,Antonio Meeking,2014
30,713,Chris,Carr,0.0,201.16799999999998,1995,Chris Carr,2014
31,722,Corliss,Williamson,1610612758.0,204.216,1995,Corliss Williamson,2014
32,922,Elden,Campbell,1610612747.0,213.36,1990,Elden Campbell,2014
33,1032,Darvin,Ham,1610612749.0,204.216,Undrafted,Darvin Ham,2014
34,1565,Michael,Stewart,1610612761.0,185.928,Undrafted,Michael Stewart,2014
35,1741,Jelani,McCoy,0.0,185.928,1998,Jelani McCoy,2014
36,1743,Bruno,Sundov,1610612754.0,219.45600000000002,1998,Bruno Sundov,2014
37,2036,Chris,Mihm,1610612739.0,213.36,2000,Chris Mihm,2014
38,2062,A.J.,Guyton,1610612741.0,188.976,2000,A.J. Guyton,2014
39,2347,Tang,Hamilton,1610612748.0,207.264,Undrafted,Tang Hamilton,2014
40,2452,J.R.,Bremer,1610612738.0,188.976,Undrafted,J.R. Bremer,2014
42,692,Andrew,DeClercq,0.0,185.928,1995,Andrew DeClercq,2014
43,1731,Tyronn,Lue,1610612737.0,182.88,1998,Tyronn Lue,2014
44,1742,Shammond,Williams,1610612760.0,185.928,1998,Shammond Williams,2014
45,1921,Gordan,Giricek,1610612762.0,201.16799999999998,1999,Gordan Giricek,2014
46,2051,Donnell,Harvey,0.0,207.264,2000,Donnell Harvey,2014
47,2558,Reece,Gaines,0.0,201.16799999999998,2003,Reece Gaines,2014
49,2639,Britton,Johnsen,0.0,185.928,Undrafted,Britton Johnsen,2014
51,123,Robert,Pack,0.0,188.976,Undrafted,Robert Pack,2014
52,680,John,Amaechi,1610612753.0,185.928,Undrafted,John Amaechi,2014
53,754,Jim,Jackson,1610612742.0,201.16799999999998,1992,Jim Jackson,2014
54,757,Damon,Stoudamire,1610612757.0,155.44799999999998,1995,Damon Stoudamire,2014
55,976,Jeff,McInnis,0.0,195.072,1996,Jeff McInnis,2014
56,983,Moochie,Norris,1610612745.0,185.928,1996,Moochie Norris,2014
57,1507,Derek,Anderson,1610612757.0,198.12,1997,Derek Anderson,2014
58,1509,Kelvin,Cato,1610612745.0,186.23280000000003,1997,Kelvin Cato,2014
59,1739,Ruben,Patterson,0.0,198.12,1998,Ruben Patterson,2014
60,1749,Cuttino,Mobley,1610612745.0,195.072,1998,Cuttino Mobley,2014
61,1883,Steve,Francis,1610612745.0,192.024,1999,Steve Francis,2014
63,2055,Mamadou,N'diaye,1610612761.0,213.36,2000,Mamadou N'diaye,2014
64,2204,Eddie,Griffin,0.0,210.312,2001,Eddie Griffin,2014
65,2257,Ruben,Boumtje-Boumtje,1610612757.0,213.36,2001,Ruben Boumtje-Boumtje,2014
66,2411,Bostjan,Nachbar,1610612751.0,210.312,2002,Bostjan Nachbar,2014
67,2417,Qyntel,Woods,1610612757.0,207.264,2002,Qyntel Woods,2014
68,2438,Jason,Jennings,0.0,,2002,Jason Jennings,2014
69,2508,Gabe,Muoneke,0.0,,Undrafted,Gabe Muoneke,2014
70,2637,Alex,Scales,0.0,195.072,Undrafted,Alex Scales,2014
71,2683,David,Jackson,0.0,,Undrafted,David Jackson,2014
72,42,Monty,Williams,1610612753.0,207.264,1994,Monty Williams,2014
73,224,Eddie,Jones,1610612748.0,201.16799999999998,1994,Eddie Jones,2014
74,243,Aaron,McKie,1610612755.0,198.12,1994,Aaron McKie,2014
75,258,Brian,Grant,1610612748.0,210.312,1994,Brian Grant,2014
76,299,Glenn,Robinson,1610612749.0,204.216,1994,Glenn Robinson,2014
77,727,Eric,Snow,1610612755.0,192.024,1995,Eric Snow,2014
78,961,John,Wallace,1610612761.0,210.312,1996,John Wallace,2014
79,1043,Amal,McCaskill,1610612755.0,186.23280000000003,1996,Amal McCaskill,2014
80,2253,Sean,Lampley,0.0,201.16799999999998,2001,Sean Lampley,2014
81,2271,Robb,Dryden,0.0,,Undrafted,Robb Dryden,2014
82,2343,Joe,Crispin,1610612756.0,182.88,Undrafted,Joe Crispin,2014
83,2439,Sam,Clancy,0.0,,2002,Sam Clancy,2014
84,77,Doug,Overton,1610612764.0,192.024,1991,Doug Overton,2014
85,297,Alonzo,Mourning,1610612748.0,185.928,1992,Alonzo Mourning,2014
86,339,Tom,Gugliotta,1610612756.0,185.928,1992,Tom Gugliotta,2014
87,358,Anfernee,Hardaway,0.0,204.216,1993,Anfernee Hardaway,2014
88,446,Lucious,Harris,0.0,198.12,1993,Lucious Harris,2014
89,915,Rodney,Rogers,1610612746.0,204.216,1993,Rodney Rogers,2014
90,950,Stephon,Marbury,1610612752.0,188.976,1996,Stephon Marbury,2014
91,954,Kerry,Kittles,0.0,198.12,1996,Kerry Kittles,2014
92,1425,Aaron,Williams,0.0,210.312,Undrafted,Aaron Williams,2014
93,1510,Brevin,Knight,1610612739.0,155.44799999999998,1997,Brevin Knight,2014
94,2135,Nick,Sheppard,0.0,,Undrafted,Nick Sheppard,2014
95,2220,Brandon,Armstrong,1610612751.0,198.12,2001,Brandon Armstrong,2014
96,2418,Casey,Jacobsen,1610612756.0,201.16799999999998,2002,Casey Jacobsen,2014
97,2425,Robert,Archibald,1610612761.0,186.23280000000003,2002,Robert Archibald,2014
98,2447,Tamar,Slay,0.0,207.264,2002,Tamar Slay,2014
99,2565,Zoran,Planinic,0.0,,2003,Zoran Planinic,2014
100,57,Doug,Christie,0.0,201.16799999999998,1992,Doug Christie,2014
101,124,Vlade,Divac,1610612747.0,216.408,1989,Vlade Divac,2014
102,763,Tony,Massenburg,1610612763.0,210.312,1990,Tony Massenburg,2014
103,1517,Bobby,Jackson,1610612758.0,185.928,1997,Bobby Jackson,2014
104,1542,Predrag,Drobnjak,1610612760.0,186.23280000000003,1997,Predrag Drobnjak,2014
105,1762,Tremaine,Fowlkes,0.0,207.264,1998,Tremaine Fowlkes,2014
106,1934,Rodney,Buford,1610612751.0,198.12,1999,Rodney Buford,2014
108,43,Chris,Whitney,1610612764.0,182.88,1993,Chris Whitney,2014
109,221,Clar.,Weatherspoon,1610612755.0,204.216,1992,Clar. Weatherspoon,2014
110,348,Mitchell,Butler,1610612764.0,198.12,Undrafted,Mitchell Butler,2014
111,363,Christian,Laettner,1610612750.0,186.23280000000003,1992,Christian Laettner,2014
112,369,Charlie,Ward,0.0,188.976,1994,Charlie Ward,2014
113,458,Howard,Eisley,1610612762.0,188.976,1994,Howard Eisley,2014
114,969,Travis,Knight,1610612747.0,213.36,1996,Travis Knight,2014
115,1000,Shandon,Anderson,1610612752.0,201.16799999999998,1996,Shandon Anderson,2014
116,1496,Keith,Van Horn,1610612751.0,185.928,1997,Keith Van Horn,2014
117,1720,Michael,Doleac,1610612753.0,186.23280000000003,1998,Michael Doleac,2014
118,1751,Jahidi,White,0.0,210.312,1998,Jahidi White,2014
119,2421,Frank,Williams,1610612752.0,192.024,2002,Frank Williams,2014
120,2573,Maciej,Lampe,1610612756.0,186.23280000000003,2003,Maciej Lampe,2014
121,2672,Ronald,Blackshear,0.0,,Undrafted,Ronald Blackshear,2014
122,1521,Jacque,Vaughn,1610612762.0,185.928,1997,Jacque Vaughn,2014
123,1544,Chris,Crawford,1610612737.0,210.312,1997,Chris Crawford,2014
124,1901,Dion,Glover,0.0,198.12,1999,Dion Glover,2014
125,1918,Obinna,Ekezie,0.0,210.312,1999,Obinna Ekezie,2014
126,1924,Lee,Nailon,0.0,210.312,1999,Lee Nailon,2014
127,2470,Smush,Parker,1610612747.0,195.072,Undrafted,Smush Parker,2014
128,63,Michael,Smith,1610612758.0,207.264,1994,Michael Smith,2014
129,383,Kendall,Gill,0.0,198.12,1990,Kendall Gill,2014
130,397,Reggie,Miller,1610612754.0,204.216,1987,Reggie Miller,2014
131,923,Donyell,Marshall,1610612744.0,210.312,1994,Donyell Marshall,2014
132,1506,Austin,Croshere,0.0,185.928,1997,Austin Croshere,2014
133,1513,Scot,Pollard,1610612758.0,186.23280000000003,1997,Scot Pollard,2014
134,2033,Marcus,Fizer,0.0,,2000,Marcus Fizer,2014
135,2241,Omar,Cook,1610612757.0,185.928,2001,Omar Cook,2014
136,2249,Jamison,Brewer,0.0,195.072,2001,Jamison Brewer,2014
137,2410,Fred,Jones,1610612754.0,188.976,2002,Fred Jones,2014
138,2437,Lonny,Baxter,1610612741.0,207.264,2002,Lonny Baxter,2014
139,2606,Carl,English,0.0,,Undrafted,Carl English,2014
140,452,Vin,Baker,1610612760.0,186.23280000000003,1993,Vin Baker,2014
141,677,Eric,Williams,0.0,207.264,1995,Eric Williams,2014
142,952,Antoine,Walker,1610612738.0,210.312,1996,Antoine Walker,2014
143,962,Walter,McCarty,1610612738.0,185.928,1996,Walter McCarty,2014
144,1548,Mark,Blount,1610612738.0,213.36,1997,Mark Blount,2014
145,1601,Rusty,LaRue,0.0,192.024,Undrafted,Rusty LaRue,2014
146,2043,Mateen,Cleaves,0.0,188.976,2000,Mateen Cleaves,2014
147,2208,Kedrick,Brown,0.0,204.216,2001,Kedrick Brown,2014
148,2599,Brandon,Hunter,1610612738.0,204.216,2003,Brandon Hunter,2014
149,15,Eric,Piatkowski,1610612746.0,204.216,1994,Eric Piatkowski,2014
150,699,Brent,Barry,1610612760.0,204.216,1995,Brent Barry,2014
151,958,Vitaly,Potapenko,1610612738.0,185.928,1996,Vitaly Potapenko,2014
152,1738,Ansu,Sesay,0.0,210.312,1998,Ansu Sesay,2014
153,1744,Jerome,James,1610612760.0,216.408,1998,Jerome James,2014
154,1916,Calvin,Booth,1610612760.0,186.23280000000003,1999,Calvin Booth,2014
156,133,David,Wesley,1610612766.0,185.928,Undrafted,David Wesley,2014
157,248,George,Lynch,1610612740.0,207.264,1993,George Lynch,2014
158,278,Stacey,Augmon,1610612737.0,207.264,1991,Stacey Augmon,2014
159,353,Darrell,Armstrong,1610612753.0,185.928,Undrafted,Darrell Armstrong,2014
160,399,Sean,Rooks,1610612746.0,185.928,1992,Sean Rooks,2014
161,1714,Robert,Traylor,1610612739.0,207.264,1998,Robert Traylor,2014
162,1760,Derrick,Dial,1610612759.0,195.072,1998,Derrick Dial,2014
163,2042,Courtney,Alexander,1610612764.0,198.12,2000,Courtney Alexander,2014
164,2228,Alton,Ford,0.0,210.312,2001,Alton Ford,2014
165,213,Antonio,Davis,0.0,210.312,1990,Antonio Davis,2014
166,441,Lamond,Murray,1610612746.0,204.216,1994,Lamond Murray,2014
167,688,Michael,Curry,0.0,198.12,Undrafted,Michael Curry,2014
168,966,Jerome,Williams,1610612765.0,210.312,1996,Jerome Williams,2014
169,1541,Alvin,Williams,0.0,198.12,1997,Alvin Williams,2014
170,1960,Milt,Palacio,1610612761.0,195.072,Undrafted,Milt Palacio,2014
171,2040,Jerome,Moiso,0.0,185.928,2000,Jerome Moiso,2014
172,2370,Mengke,Bateer,0.0,186.23280000000003,Undrafted,Mengke Bateer,2014
173,361,Clifford,Robinson,1610612757.0,185.928,1989,Clifford Robinson,2014
174,384,Calbert,Cheaney,1610612764.0,204.216,1993,Calbert Cheaney,2014
175,905,Dale,Davis,1610612754.0,186.23280000000003,1991,Dale Davis,2014
176,935,Bryon,Russell,0.0,204.216,1993,Bryon Russell,2014
177,998,Mark,Pope,1610612749.0,185.928,1996,Mark Pope,2014
178,1761,Greg,Buckner,1610612742.0,195.072,1998,Greg Buckner,2014
179,2035,DerMarr,Johnson,1610612743.0,210.312,2000,DerMarr Johnson,2014
180,2206,Rodney,White,1610612743.0,210.312,2001,Rodney White,2014
181,2684,Melvin,Sanders,0.0,198.12,Undrafted,Melvin Sanders,2014
182,2784,Luis,Flores,1610612744.0,188.976,2004,Luis Flores,2014
184,89,Nick,Van Exel,1610612747.0,185.928,1993,Nick Van Exel,2014
185,120,Steven,Smith,1610612737.0,207.264,1991,Steven Smith,2014
186,949,Shareef,Abdur-Rahim,1610612763.0,210.312,1996,Shareef Abdur-Rahim,2014
187,2499,Richie,Frahm,0.0,198.12,Undrafted,Richie Frahm,2014
188,2774,Bernard,Robinson,1610612766.0,201.16799999999998,2004,Bernard Robinson,2014
189,145,Tracy,Murray,0.0,204.216,1992,Tracy Murray,2014
190,208,Sam,Cassell,1610612749.0,192.024,1993,Sam Cassell,2014
191,697,Fred,Hoiberg,1610612741.0,198.12,1995,Fred Hoiberg,2014
192,911,Ervin,Johnson,1610612749.0,186.23280000000003,1993,Ervin Johnson,2014
193,924,Anthony,Goldwire,0.0,188.976,1994,Anthony Goldwire,2014
194,1519,John,Thomas,1610612761.0,210.312,1997,John Thomas,2014
195,1709,Michael,Olowokandi,1610612746.0,213.36,1998,Michael Olowokandi,2014
196,1887,Wally,Szczerbiak,1610612750.0,204.216,1999,Wally Szczerbiak,2014
197,2058,Mark,Madsen,1610612750.0,210.312,2000,Mark Madsen,2014
198,2569,Ndudi,Ebi,1610612750.0,210.312,2003,Ndudi Ebi,2014
199,2598,Rick,Rickert,0.0,,2003,Rick Rickert,2014
200,2786,Blake,Stepp,0.0,,2004,Blake Stepp,2014
201,2866,Jackie,Butler,1610612752.0,185.928,Undrafted,Jackie Butler,2014
202,2867,Kasib,Powell,1610612748.0,204.216,Undrafted,Kasib Powell,2014
203,185,Chris,Webber,0.0,185.928,1993,Chris Webber,2014
204,1893,Aleksandar,Radojevic,0.0,222.504,1999,Aleksandar Radojevic,2014
205,2693,Keith,McLeod,1610612762.0,188.976,Undrafted,Keith McLeod,2014
206,2745,Kirk,Snyder,1610612740.0,201.16799999999998,2004,Kirk Snyder,2014
207,2777,Ricky,Minard,0.0,,2004,Ricky Minard,2014
209,2845,Erik,Daniels,0.0,,Undrafted,Erik Daniels,2014
211,2849,Tony,Bland,0.0,,Undrafted,Tony Bland,2014
212,2850,Anwar,Ferguson,0.0,,Undrafted,Anwar Ferguson,2014
213,56,Gary,Payton,1610612760.0,195.072,1990,Gary Payton,2014
214,1500,Ron,Mercer,0.0,204.216,1997,Ron Mercer,2014
215,2074,Jabari,Smith,1610612758.0,186.23280000000003,2000,Jabari Smith,2014
216,2245,Damone,Brown,0.0,207.264,2001,Damone Brown,2014
217,2770,Justin,Reed,0.0,207.264,2004,Justin Reed,2014
218,2827,Darius,Rice,0.0,,Undrafted,Darius Rice,2014
219,2852,Awvee,Storey,1610612749.0,201.16799999999998,Undrafted,Awvee Storey,2014
220,1442,Zeljko,Rebraca,1610612765.0,213.36,1994,Zeljko Rebraca,2014
221,1594,Rick,Brunson,1610612757.0,195.072,Undrafted,Rick Brunson,2014
223,1892,Trajan,Langdon,0.0,,1999,Trajan Langdon,2014
224,1908,Jumaine,Jones,1610612739.0,207.264,1999,Jumaine Jones,2014
225,2079,Kaniel,Dickens,0.0,207.264,2000,Kaniel Dickens,2014
226,2242,Terence,Morris,0.0,,2001,Terence Morris,2014
227,2357,Tierre,Brown,0.0,188.976,Undrafted,Tierre Brown,2014
228,2763,Lionel,Chalmers,1610612746.0,182.88,2004,Lionel Chalmers,2014
229,2800,Tony,Bobbitt,0.0,195.072,Undrafted,Tony Bobbitt,2014
232,2859,Jerry,Dupree,0.0,,Undrafted,Jerry Dupree,2014
233,72,Kenny,Anderson,0.0,185.928,1991,Kenny Anderson,2014
234,292,Anthony,Miller,0.0,210.312,1994,Anthony Miller,2014
235,445,Wesley,Person,1610612739.0,201.16799999999998,1994,Wesley Person,2014
236,468,Jon,Barry,0.0,198.12,1992,Jon Barry,2014
237,788,Kevin,Willis,1610612737.0,213.36,1984,Kevin Willis,2014
238,1917,Wang,Zhi-zhi,0.0,216.408,1999,Wang Zhi-zhi,2014
239,2044,Jason,Collier,1610612737.0,213.36,2000,Jason Collier,2014
240,2602,Jerome,Beasley,1610612748.0,210.312,2003,Jerome Beasley,2014
241,2764,Donta,Smith,1610612737.0,204.216,2004,Donta Smith,2014
